type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2024-10-04 12:35:42.291,49.66170669,18.28250873,4.59,388.071,,18.710,73,27,39,20241004-123542,GPS Logger: 20241004-123542
T,2024-10-04 12:35:43.291,49.66175037,18.28278614,4.39,392.228,,18.730,73,28,39,,
T,2024-10-04 12:35:44,49.66176281,18.28289224,4.39,380.483,,18.640,73,28,40,,
T,2024-10-04 12:35:46,49.66188327,18.28341960,3.79,384.690,,18.730,73,25,40,,
T,2024-10-04 12:35:47,49.66192660,18.28366422,3.79,383.900,,18.380,73,25,41,,
T,2024-10-04 12:35:48,49.66197558,18.28390588,3.79,383.988,,18.370,72,26,41,,
T,2024-10-04 12:35:49,49.66201024,18.28415195,3.79,384.221,,18.200,72,26,41,,
T,2024-10-04 12:35:50,49.66205754,18.28438359,3.79,383.745,,17.990,73,26,41,,
T,2024-10-04 12:35:51,49.66210616,18.28462437,3.79,383.872,,17.990,73,26,41,,
T,2024-10-04 12:35:52,49.66215264,18.28485807,3.79,383.640,,17.820,73,26,41,,
T,2024-10-04 12:35:53,49.66219905,18.28509136,3.79,382.886,,17.630,71,26,41,,
T,2024-10-04 12:35:54,49.66224581,18.28532084,3.79,383.370,,17.370,71,26,41,,
T,2024-10-04 12:35:55,49.66229021,18.28554800,3.79,383.303,,17.140,71,25,41,,
T,2024-10-04 12:35:56,49.66233040,18.28577316,3.79,383.804,,16.870,70,25,41,,
T,2024-10-04 12:35:57,49.66237185,18.28599432,3.79,383.574,,16.570,70,25,41,,
T,2024-10-04 12:35:58,49.66241282,18.28620657,3.79,383.004,,16.480,70,24,41,,
T,2024-10-04 12:35:59,49.66245326,18.28643687,3.79,383.302,,16.560,70,25,41,,
T,2024-10-04 12:36:00,49.66249810,18.28666055,3.79,383.171,,16.600,70,24,41,,
T,2024-10-04 12:36:01,49.66253716,18.28687650,3.79,382.856,,16.630,70,24,41,,
T,2024-10-04 12:36:02,49.66258501,18.28709864,3.79,382.798,,16.640,68,24,41,,
T,2024-10-04 12:36:03,49.66262676,18.28731753,3.79,382.077,,16.460,69,24,41,,
T,2024-10-04 12:36:04,49.66267028,18.28753291,3.79,381.570,,16.160,70,24,42,,
T,2024-10-04 12:36:05,49.66271095,18.28773944,3.79,381.250,,15.710,71,24,42,,
T,2024-10-04 12:36:06,49.66275293,18.28793447,3.79,380.887,,15.390,70,24,42,,
T,2024-10-04 12:36:07,49.66279194,18.28813533,3.79,380.661,,15.240,70,24,41,,
T,2024-10-04 12:36:08,49.66283144,18.28834412,3.79,380.773,,15.010,59,23,41,,
T,2024-10-04 12:36:09,49.66287729,18.28854251,3.79,379.813,,14.900,69,24,42,,
T,2024-10-04 12:36:10,49.66291560,18.28873799,3.79,379.138,,14.810,78,26,42,,
T,2024-10-04 12:36:11,49.66295478,18.28893212,3.79,379.151,,14.570,74,27,42,,
T,2024-10-04 12:36:12,49.66299075,18.28912279,3.79,379.020,,14.470,72,27,42,,
T,2024-10-04 12:36:13,49.66302900,18.28930555,3.79,378.731,,14.300,73,27,42,,
T,2024-10-04 12:36:14,49.66306530,18.28949134,3.79,378.360,,14.180,73,27,42,,
T,2024-10-04 12:36:15,49.66310525,18.28967747,3.79,378.257,,14.060,72,27,42,,
T,2024-10-04 12:36:16,49.66314234,18.28986293,3.79,378.003,,13.950,73,26,42,,
T,2024-10-04 12:36:17,49.66317853,18.29005029,3.79,377.896,,13.780,72,26,42,,
T,2024-10-04 12:36:18,49.66321602,18.29023344,3.79,377.798,,13.670,72,27,42,,
T,2024-10-04 12:36:19,49.66325432,18.29040900,3.79,377.139,,13.650,72,26,42,,
T,2024-10-04 12:36:20,49.66329078,18.29059554,3.79,376.677,,13.800,72,26,42,,
T,2024-10-04 12:36:21,49.66332560,18.29077765,3.79,376.272,,13.970,72,25,42,,
T,2024-10-04 12:36:22,49.66336445,18.29096393,3.79,375.862,,14.160,71,25,42,,
T,2024-10-04 12:36:23,49.66340609,18.29114924,3.79,375.660,,14.160,71,24,42,,
T,2024-10-04 12:36:24,49.66344658,18.29132937,3.79,375.110,,14.120,72,24,42,,
T,2024-10-04 12:36:25,49.66348453,18.29151381,3.79,374.835,,13.920,62,24,42,,
T,2024-10-04 12:36:26,49.66352164,18.29169444,3.79,374.821,,13.840,71,25,42,,
T,2024-10-04 12:36:27,49.66356086,18.29187741,3.79,374.999,,13.830,73,27,42,,
T,2024-10-04 12:36:28,49.66360506,18.29205833,3.79,374.512,,13.910,71,27,42,,
T,2024-10-04 12:36:29,49.66363802,18.29223982,3.79,374.382,,13.530,74,27,42,,
T,2024-10-04 12:36:30,49.66367542,18.29242040,3.79,374.183,,13.500,73,27,40,,
T,2024-10-04 12:36:31,49.66371257,18.29259942,3.79,373.759,,13.500,73,26,39,,
T,2024-10-04 12:36:32,49.66374959,18.29278353,3.79,373.728,,13.430,73,26,40,,
T,2024-10-04 12:36:33,49.66378487,18.29296268,3.79,373.589,,13.420,73,26,40,,
T,2024-10-04 12:36:34,49.66382250,18.29314170,3.79,373.455,,13.400,73,26,40,,
T,2024-10-04 12:36:35,49.66386017,18.29331919,3.79,373.030,,13.380,72,26,40,,
T,2024-10-04 12:36:36,49.66389552,18.29349640,3.79,372.472,,13.400,72,26,41,,
T,2024-10-04 12:36:37,49.66393294,18.29367528,3.79,372.262,,13.390,72,26,41,,
T,2024-10-04 12:36:38,49.66396973,18.29385522,3.79,372.168,,13.380,72,26,40,,
T,2024-10-04 12:36:39,49.66400758,18.29403410,3.79,371.717,,13.410,73,26,39,,
T,2024-10-04 12:36:40,49.66404180,18.29421392,3.79,371.447,,13.600,73,26,40,,
T,2024-10-04 12:36:41,49.66407956,18.29439628,3.79,371.076,,13.680,73,27,40,,
T,2024-10-04 12:36:42,49.66411397,18.29458065,3.79,370.594,,13.780,74,26,37,,
T,2024-10-04 12:36:43,49.66414913,18.29476660,3.79,370.198,,13.890,74,26,37,,
T,2024-10-04 12:36:44,49.66418739,18.29495860,3.79,369.860,,14.110,73,25,37,,
T,2024-10-04 12:36:45,49.66422298,18.29515210,3.79,369.424,,14.470,73,24,37,,
T,2024-10-04 12:36:46,49.66425997,18.29534742,3.79,369.325,,14.810,73,24,38,,
T,2024-10-04 12:36:47,49.66429581,18.29554648,3.79,369.102,,15.020,73,24,38,,
T,2024-10-04 12:36:48,49.66433495,18.29574711,3.79,368.929,,15.190,73,23,38,,
T,2024-10-04 12:36:49,49.66437745,18.29594804,3.79,368.704,,15.310,73,22,38,,
T,2024-10-04 12:36:50,49.66441953,18.29614922,3.79,368.371,,15.280,73,23,38,,
T,2024-10-04 12:36:51,49.66446130,18.29634712,3.79,368.233,,15.160,73,23,37,,
T,2024-10-04 12:36:52,49.66450086,18.29655024,3.79,367.883,,15.020,73,23,37,,
T,2024-10-04 12:36:53,49.66453756,18.29674872,3.79,367.843,,15.000,73,22,36,,
T,2024-10-04 12:36:54,49.66457403,18.29694803,3.79,367.841,,15.090,73,22,37,,
T,2024-10-04 12:36:55,49.66461289,18.29715289,3.79,367.462,,15.210,73,23,38,,
T,2024-10-04 12:36:56,49.66465468,18.29735979,3.79,367.264,,15.320,73,22,37,,
T,2024-10-04 12:36:57,49.66469402,18.29756567,3.79,366.932,,15.300,73,22,37,,
T,2024-10-04 12:36:58,49.66473006,18.29776797,3.79,366.681,,15.220,73,22,37,,
T,2024-10-04 12:36:59,49.66477170,18.29796708,3.79,366.362,,15.160,74,22,37,,
T,2024-10-04 12:37:00,49.66480957,18.29816884,3.79,366.275,,15.090,74,22,37,,
T,2024-10-04 12:37:01,49.66484749,18.29836762,3.79,366.188,,15.010,74,23,37,,
T,2024-10-04 12:37:02,49.66488682,18.29857042,3.79,365.807,,14.990,74,23,39,,
T,2024-10-04 12:37:03,49.66492160,18.29876833,3.79,365.478,,15.010,74,24,39,,
T,2024-10-04 12:37:04,49.66495834,18.29896770,3.79,365.426,,15.050,74,24,39,,
T,2024-10-04 12:37:05,49.66499825,18.29917242,3.79,365.189,,15.190,73,24,39,,
T,2024-10-04 12:37:06,49.66503885,18.29937609,3.79,365.021,,15.390,73,24,39,,
T,2024-10-04 12:37:07,49.66507920,18.29958468,3.79,364.909,,15.660,73,25,39,,
T,2024-10-04 12:37:08,49.66512293,18.29979724,3.79,364.664,,16.070,72,25,40,,
T,2024-10-04 12:37:09,49.66516971,18.30001493,3.79,364.546,,16.600,72,25,40,,
T,2024-10-04 12:37:10,49.66521488,18.30023990,3.79,364.352,,17.080,72,24,40,,
T,2024-10-04 12:37:11,49.66526215,18.30047204,3.79,364.305,,17.480,72,24,40,,
T,2024-10-04 12:37:12,49.66530905,18.30070564,3.79,364.120,,17.870,72,26,40,,
T,2024-10-04 12:37:13,49.66535835,18.30094860,3.79,363.903,,18.200,73,26,40,,
T,2024-10-04 12:37:14,49.66541013,18.30119756,3.79,363.730,,18.530,73,27,40,,
T,2024-10-04 12:37:15,49.66545923,18.30143952,3.79,363.520,,18.820,73,27,40,,
T,2024-10-04 12:37:16,49.66550737,18.30169575,3.79,363.418,,19.090,73,29,40,,
T,2024-10-04 12:37:17,49.66555990,18.30194647,3.79,363.506,,19.310,73,28,40,,
T,2024-10-04 12:37:18,49.66561022,18.30220544,3.79,363.597,,19.550,73,29,40,,
T,2024-10-04 12:37:19,49.66566168,18.30246977,3.79,363.605,,19.760,73,29,40,,
T,2024-10-04 12:37:20,49.66571687,18.30273439,3.79,363.366,,19.960,73,29,40,,
T,2024-10-04 12:37:21,49.66576950,18.30300010,3.79,363.105,,20.090,73,29,40,,
T,2024-10-04 12:37:22,49.66582441,18.30326737,3.79,363.039,,20.090,73,29,40,,
T,2024-10-04 12:37:23,49.66587647,18.30353593,3.79,363.253,,20.030,73,29,40,,
T,2024-10-04 12:37:24,49.66593151,18.30379258,3.79,363.256,,19.960,73,28,40,,
T,2024-10-04 12:37:25,49.66598527,18.30405522,3.79,363.117,,19.940,73,28,40,,
T,2024-10-04 12:37:26,49.66603675,18.30432096,3.79,363.225,,19.880,73,26,39,,
T,2024-10-04 12:37:27,49.66608645,18.30458559,3.79,363.249,,19.870,73,26,39,,
T,2024-10-04 12:37:28,49.66614033,18.30484587,3.79,363.274,,19.820,73,27,40,,
T,2024-10-04 12:37:29,49.66619265,18.30510837,3.79,363.365,,19.750,73,26,39,,
T,2024-10-04 12:37:30,49.66624462,18.30536669,3.79,363.450,,19.700,73,26,39,,
T,2024-10-04 12:37:31,49.66629501,18.30562547,3.79,363.612,,19.600,73,26,39,,
T,2024-10-04 12:37:32,49.66634598,18.30588380,3.79,363.796,,19.510,73,27,39,,
T,2024-10-04 12:37:33,49.66639808,18.30614113,3.79,363.746,,19.460,73,26,38,,
T,2024-10-04 12:37:34,49.66644912,18.30639496,3.79,363.896,,19.380,72,26,38,,
T,2024-10-04 12:37:35,49.66650552,18.30664954,3.79,363.828,,19.310,72,27,38,,
T,2024-10-04 12:37:36,49.66656045,18.30690548,3.79,363.891,,19.230,72,29,39,,
T,2024-10-04 12:37:37,49.66661075,18.30715758,3.79,363.866,,19.150,72,29,39,,
T,2024-10-04 12:37:38,49.66666053,18.30741282,3.79,363.786,,19.090,73,27,39,,
T,2024-10-04 12:37:39,49.66670732,18.30766325,3.79,363.689,,18.980,75,25,38,,
T,2024-10-04 12:37:40,49.66675388,18.30791313,3.79,363.674,,18.930,74,24,38,,
T,2024-10-04 12:37:41,49.66680236,18.30816599,3.79,363.497,,18.880,74,24,38,,
T,2024-10-04 12:37:42,49.66685356,18.30841331,3.79,363.569,,18.840,74,23,38,,
T,2024-10-04 12:37:43,49.66689961,18.30866154,3.79,363.608,,18.750,73,24,38,,
T,2024-10-04 12:37:44,49.66695039,18.30890720,3.79,363.708,,18.650,73,25,38,,
T,2024-10-04 12:37:45,49.66699585,18.30915665,3.79,363.752,,18.550,73,25,36,,
T,2024-10-04 12:37:46,49.66704509,18.30940309,3.79,363.782,,18.450,72,27,36,,
T,2024-10-04 12:37:47,49.66709327,18.30964308,3.79,363.898,,18.380,72,28,36,,
T,2024-10-04 12:37:48,49.66714384,18.30988710,3.79,363.692,,18.310,72,29,37,,
T,2024-10-04 12:37:49,49.66719349,18.31013113,3.79,363.381,,18.270,71,29,36,,
T,2024-10-04 12:37:50,49.66724878,18.31037083,3.79,363.337,,18.250,71,29,37,,
T,2024-10-04 12:37:51,49.66729988,18.31061008,3.79,363.198,,18.200,72,30,36,,
T,2024-10-04 12:37:52,49.66734944,18.31084933,3.79,362.968,,18.160,72,30,38,,
T,2024-10-04 12:37:53,49.66739983,18.31108616,3.79,362.939,,18.150,72,29,38,,
T,2024-10-04 12:37:54,49.66745240,18.31132400,3.79,362.718,,18.130,72,29,39,,
T,2024-10-04 12:37:55,49.66750373,18.31156058,3.79,362.535,,18.120,72,30,39,,
T,2024-10-04 12:37:56,49.66755299,18.31179747,3.79,362.448,,18.120,71,30,39,,
T,2024-10-04 12:37:57,49.66760956,18.31203470,3.79,362.565,,18.120,71,29,39,,
T,2024-10-04 12:37:58,49.66766611,18.31227216,3.79,362.372,,18.130,71,29,40,,
T,2024-10-04 12:37:59,49.66771936,18.31251318,3.79,362.043,,18.120,71,30,40,,
T,2024-10-04 12:38:00,49.66777613,18.31275043,3.79,362.185,,18.070,70,30,40,,
T,2024-10-04 12:38:01,49.66782881,18.31298296,3.79,362.098,,17.950,70,30,40,,
T,2024-10-04 12:38:02,49.66788194,18.31321366,3.79,361.870,,17.780,70,29,39,,
T,2024-10-04 12:38:03,49.66793722,18.31344916,3.79,361.658,,17.630,70,29,38,,
T,2024-10-04 12:38:04,49.66799427,18.31367848,3.79,361.406,,17.460,71,29,38,,
T,2024-10-04 12:38:05,49.66804666,18.31390991,3.79,361.247,,17.290,71,29,39,,
T,2024-10-04 12:38:06,49.66809888,18.31413744,3.79,360.933,,17.150,71,29,38,,
T,2024-10-04 12:38:07,49.66815013,18.31436172,3.79,360.469,,17.040,70,29,39,,
T,2024-10-04 12:38:08,49.66820646,18.31458542,3.79,359.960,,16.980,69,29,39,,
T,2024-10-04 12:38:09,49.66826099,18.31480391,3.79,359.625,,16.920,69,29,39,,
T,2024-10-04 12:38:10,49.66832074,18.31502464,3.79,359.063,,16.900,68,29,38,,
T,2024-10-04 12:38:11,49.66837989,18.31524066,3.79,358.635,,16.950,68,29,39,,
T,2024-10-04 12:38:12,49.66843657,18.31546240,3.79,358.036,,17.070,69,29,39,,
T,2024-10-04 12:38:13,49.66848879,18.31568068,3.79,357.194,,17.090,69,29,39,,
T,2024-10-04 12:38:14,49.66854764,18.31590321,3.79,356.720,,17.120,69,28,38,,
T,2024-10-04 12:38:15,49.66860325,18.31611902,3.79,356.224,,17.120,69,29,38,,
T,2024-10-04 12:38:16,49.66865941,18.31633729,3.79,355.578,,17.090,68,30,39,,
T,2024-10-04 12:38:17,49.66871563,18.31655583,3.79,354.855,,17.020,68,30,39,,
T,2024-10-04 12:38:18,49.66876561,18.31676488,3.79,354.049,,16.960,68,31,40,,
T,2024-10-04 12:38:19,49.66882092,18.31698379,3.79,353.521,,16.910,68,32,40,,
T,2024-10-04 12:38:20,49.66887814,18.31720028,3.79,352.995,,16.770,68,32,40,,
T,2024-10-04 12:38:21,49.66893465,18.31741552,3.79,352.481,,16.630,68,32,40,,
T,2024-10-04 12:38:22,49.66898857,18.31762296,3.79,352.089,,16.430,68,31,40,,
T,2024-10-04 12:38:23,49.66904467,18.31783076,3.79,351.706,,16.240,68,31,40,,
T,2024-10-04 12:38:24,49.66910042,18.31803858,3.79,351.250,,16.080,68,30,40,,
T,2024-10-04 12:38:25,49.66915441,18.31824387,3.79,350.802,,15.980,68,30,40,,
T,2024-10-04 12:38:26,49.66920845,18.31844903,3.79,350.230,,15.910,68,30,40,,
T,2024-10-04 12:38:27,49.66926176,18.31865396,3.79,349.605,,15.870,69,30,40,,
T,2024-10-04 12:38:28,49.66931413,18.31885695,3.79,348.993,,15.840,69,30,40,,
T,2024-10-04 12:38:29,49.66936736,18.31906079,3.79,348.306,,15.790,69,30,40,,
T,2024-10-04 12:38:30,49.66941839,18.31926425,3.79,347.646,,15.720,70,30,40,,
T,2024-10-04 12:38:31,49.66946380,18.31946987,3.79,347.199,,15.630,71,30,40,,
T,2024-10-04 12:38:32,49.66950980,18.31967350,3.79,346.630,,15.450,71,30,39,,
T,2024-10-04 12:38:33,49.66955097,18.31986996,3.79,346.400,,15.280,72,30,39,,
T,2024-10-04 12:38:34,49.66959314,18.32006998,3.79,345.877,,15.190,72,31,40,,
T,2024-10-04 12:38:35,49.66963486,18.32026641,3.79,345.517,,15.120,72,31,40,,
T,2024-10-04 12:38:36,49.66967459,18.32045967,3.79,345.339,,15.000,72,31,40,,
T,2024-10-04 12:38:37,49.66971426,18.32065366,3.79,345.124,,14.890,72,30,38,,
T,2024-10-04 12:38:38,49.66975083,18.32084664,3.79,345.018,,14.760,72,30,38,,
T,2024-10-04 12:38:39,49.66978990,18.32103753,3.79,344.591,,14.640,72,30,39,,
T,2024-10-04 12:38:40,49.66982795,18.32123233,3.79,344.241,,14.480,72,29,39,,
T,2024-10-04 12:38:41,49.66986458,18.32142159,3.79,343.983,,14.310,72,30,39,,
T,2024-10-04 12:38:42,49.66990463,18.32160725,3.79,343.719,,14.120,72,30,39,,
T,2024-10-04 12:38:43,49.66994442,18.32178658,3.79,343.437,,13.860,72,30,39,,
T,2024-10-04 12:38:44,49.66997796,18.32196810,3.79,343.245,,13.690,73,30,38,,
T,2024-10-04 12:38:45,49.67001186,18.32214769,3.79,342.969,,13.570,73,31,39,,
T,2024-10-04 12:38:46,49.67004958,18.32233082,3.79,342.476,,13.570,74,31,40,,
T,2024-10-04 12:38:47,49.67008546,18.32250927,3.79,342.108,,13.650,74,30,39,,
T,2024-10-04 12:38:48,49.67011767,18.32269231,3.79,341.608,,13.690,75,30,39,,
T,2024-10-04 12:38:49,49.67014795,18.32287777,3.79,341.160,,13.880,76,30,39,,
T,2024-10-04 12:38:50,49.67017859,18.32307026,3.79,340.567,,14.300,77,29,38,,
T,2024-10-04 12:38:51,49.67020694,18.32326545,3.79,340.300,,14.440,78,29,37,,
T,2024-10-04 12:38:52,49.67023037,18.32344738,3.79,339.999,,13.900,79,30,38,,
T,2024-10-04 12:38:53,49.67024774,18.32359900,3.79,339.805,,12.040,79,30,38,,
T,2024-10-04 12:38:54,49.67026416,18.32372207,3.79,339.528,,9.340,79,30,40,,
T,2024-10-04 12:38:55,49.67028009,18.32382707,3.79,339.599,,8.170,77,31,39,,
T,2024-10-04 12:38:56,49.67029691,18.32392995,3.79,339.430,,7.800,76,29,37,,
T,2024-10-04 12:38:57,49.67031547,18.32403786,3.79,339.541,,7.750,75,29,37,,
T,2024-10-04 12:38:58,49.67033284,18.32415639,3.79,340.022,,8.320,76,29,37,,
T,2024-10-04 12:38:59,49.67035157,18.32428071,3.79,340.314,,9.040,77,32,39,,
T,2024-10-04 12:39:00,49.67036799,18.32440787,3.79,340.587,,9.520,78,31,39,,
T,2024-10-04 12:39:01,49.67038679,18.32453945,3.79,340.727,,9.870,79,31,39,,
